model,condition,family,snr_db,n_utterances,ref_words,wer,substitution_rate,insertion_rate,deletion_rate,length_ratio,mean_cer
whisper-tiny,clean,clean,,5,156,0.10256410256410256,0.07692307692307693,0.0,0.02564102564102564,0.9743589743589743,0.0261863805375797
whisper-tiny,telephone,telephone,,5,156,0.11538461538461539,0.08974358974358974,0.0,0.02564102564102564,0.9743589743589743,0.04747854982811334
