model,condition,family,snr_db,n_utterances,ref_words,wer,substitution_rate,insertion_rate,deletion_rate,length_ratio,mean_cer
whisper-small,walkie_talkie_0db,walkie_talkie,0.0,100,2357,0.08188375053033517,0.06448875689435724,0.010606703436571913,0.0067882901994060245,1.003818413237166,0.040037596251281435
whisper-small-clean-ft,babble_-10db,babble,-10.0,100,2357,2.6788290199406024,0.501909206618583,1.7301654645736104,0.44675434874840897,2.2834111158252015,2.084343362895419
whisper-small-clean-ft,babble_-5db,babble,-5.0,100,2357,1.4336020364870599,0.5413661434026305,0.6644039032668646,0.2278319898175647,1.4365719134493,0.9761157383937367
whisper-small-clean-ft,babble_0db,babble,0.0,100,2357,0.33305048790835806,0.2443784471786169,0.05260924904539669,0.03606279168434451,1.016546457361052,0.20290887289620343
whisper-small-clean-ft,babble_20db,babble,20.0,100,2357,0.048366567670767927,0.03860840050912177,0.004666949512091642,0.005091217649554518,0.9995757318625371,0.022739422306989505
whisper-small-clean-ft,cellphone_in_crowd_-5db,cellphone_in_crowd,-5.0,100,2357,2.5761561306745864,0.3512940178192618,1.6164616037335595,0.6084005091217649,2.0080610946117945,2.4535016119989437
whisper-small-clean-ft,clean,clean,,100,2357,0.04582095884599067,0.037335596096733134,0.0033941450997030122,0.005091217649554518,0.9983029274501485,0.02220983305514772
whisper-small-clean-ft,codec_opus_6k,codec_opus_6k,,100,2357,0.07467119219346627,0.06279168434450573,0.004242681374628765,0.007636826474331778,0.996605854900297,0.042646749193405144
whisper-small-clean-ft,far_field_surveillance_-5db,far_field_surveillance,-5.0,100,2357,2.016970725498515,0.47093763258379295,1.096308867204073,0.44972422571064913,1.6465846414934238,1.6302672270369845
whisper-small-clean-ft,noise_-10db,noise,-10.0,100,2357,0.44633008061094614,0.2206194314806958,0.1607976240984302,0.06491302503182012,1.0958845990666102,0.33263622500685436
whisper-small-clean-ft,noise_-5db,noise,-5.0,100,2357,0.17225286380992788,0.13788714467543486,0.014000848536274925,0.020364870598218072,0.9936359779380568,0.10405121972587898
whisper-small-clean-ft,noise_0db,noise,0.0,100,2357,0.09715740347899873,0.07806533729316928,0.01230377598642342,0.0067882901994060245,1.0055154857870174,0.05366997097636397
whisper-small-clean-ft,noise_20db,noise,20.0,100,2357,0.04794229953330505,0.03903266864658464,0.004242681374628765,0.004666949512091642,0.9995757318625371,0.02210402828340887
whisper-small-clean-ft,packet_loss_30pct,packet_loss_30pct,,100,2357,0.07382265591854052,0.05854900296987696,0.0067882901994060245,0.00848536274925753,0.9983029274501485,0.030178360205857496
whisper-small-clean-ft,reverb,reverb,,100,2357,0.05854900296987696,0.04794229953330505,0.005515485787017395,0.005091217649554518,1.0004242681374629,0.0303481738545098
whisper-small-clean-ft,telephone,telephone,,100,2357,0.04539669070852779,0.037335596096733134,0.003818413237165889,0.004242681374628765,0.9995757318625371,0.022044688044628447
